text,url,n,earlier_date,is_story
'Real-life devil' banned from church...,https://www.dailystar.co.uk/real-life/real-life-devil-horn-implants-27529706,4,2022-07-20,True
'Redwood Bandits' poach trees -- almost never get caught...,https://nypost.com/2022/07/23/the-redwood-bandits-poach-trees-and-almost-never-get-caught/,1,2022-07-24,True
'Remarkably uncertain time'... ,https://nypost.com/2022/08/29/home-sale-cancellations-rise-in-remarkably-uncertain-time/,3,2022-08-29,True
'Request to terminate deal invalid'...,https://www.cnbc.com/2022/07/11/twitter-says-musks-request-to-terminate-the-deal-is-invalid.html,1,2022-07-12,True
'Ring Nation': AMAZON's Reality Show for Our Surveillance Dystopia...,https://www.vice.com/en/article/7k8x49/ring-nation-is-amazons-reality-show-for-our-surveillance-dystopia,2,2022-08-13,True
'Romney Republican' now GOP primary attack...,https://apnews.com/article/2022-midterm-elections-campaigns-utah-salt-lake-city-mitt-romney-655f5f880b6980ea7f03083330aa188f,6,2022-06-25,True
"'Russian propagandists' blacklisted by Ukraine govt: Rand Paul, Tulsi, Greenwald...",https://unherd.com/thepost/ukraine-government-issues-blacklist-of-russian-propagandists/,1,2022-07-26,True
"'Russian propagandists' blacklisted by Ukraine govt: Rand Paul, Tulsi, Greenwald...","https://unherd.com/thepost/ukraine-government-issues-blacklist-of-russian-propagandists/
",5,2022-07-25,True
'SOUTH PARK' Mocks Bitcoin-Pushing Celebs...,https://decider.com/2022/07/13/south-park-the-streaming-wars-part-2-matt-damon-gwyneth-paltrow-urine/,2,2022-07-14,True
'SOUTH PARK' Mocks Crypto-Pushing Celebs Drinking Urine...,https://decider.com/2022/07/13/south-park-the-streaming-wars-part-2-matt-damon-gwyneth-paltrow-urine/,1,2022-07-14,True
'SOUTH PARK' creators details Trump movie they couldn't get made...,https://variety.com/2022/film/news/south-park-creators-deepfake-donald-trump-movie-1235337022/,3,2022-08-09,True
'SUCCESSION' TOP EMMY NOMS...,https://variety.com/2022/tv/awards/emmys-nominations-list-2022-1235313788/,3,2022-07-12,True
'Satanic' Georgia Tablets Despised by Conspiracy Theorists Bombed...,https://autos.yahoo.com/satanic-georgia-tablets-despised-conspiracy-173851943.html,2,2022-07-07,True
'Several hundred thousand' new covid cases a day NOT reported; Hospitalizations climbing...,https://www.marketwatch.com/story/several-hundred-thousand-new-covid-cases-a-day-arent-being-reported-as-hospitalizations-keep-climbing-11657298622,3,2022-07-09,True
'Severe' pain: New Yorker's experience of monkeypox...,https://news.yahoo.com/severe-pain-yorkers-experience-monkeypox-012736723.html,3,2022-07-21,True
"'Sextortion' cases against CEOs, celebs explode...",https://nypost.com/2022/07/25/sextortion-cases-against-ceos-hollywood-celebs-explode,3,2022-07-25,True
'Shall we play the game again?',https://dnyuz.com/2022/06/25/the-leader-of-the-qanon-conspiracy-theory-returns/,7,2022-06-25,True
'Shoot a Jew in head' graffitied near university...,https://www.jpost.com/diaspora/antisemitism/article-709269,1,2022-06-13,True
'Show the bodies': Mass murders spark media debate on gory photos...,https://www.msn.com/en-us/news/us/show-the-bodies-mass-shootings-spark-media-debate-on-gory-photos/ar-AAZwHcc,2,2022-07-13,True
'Sinking American warships'...,https://www.the-sun.com/news/5942632/china-sink-us-aircraft-carriers-hypersonic/,6,2022-08-06,True
'Sovereign citizens' arrested in San Bernardino; Guns and explosives seized...,https://www.msn.com/en-us/news/crime/3-reputed-sovereign-citizens-arrested-in-san-bernardino-county-guns-and-explosives-are-seized/ar-AAYElwn,1,2022-06-20,True
'Space probe' stalking American satellite...,https://www.the-sun.com/tech/5919748/russian-space-probe-us-satellite-stalking/,3,2022-08-03,True
'Squad' members survive...,https://thehill.com/homenews/campaign/3585952-two-squad-members-survive-primary-challenges/,2,2022-08-03,True
'Stop the Steal' leader testifies to grand jury...,https://www.cnn.com/2022/06/24/politics/stop-the-steal-ali-alexander-testifies-january-6-grand-jury/index.html,3,2022-06-24,True
'Straight Pride' march leads to violent clash outside abortion clinic...,https://nypost.com/2022/08/28/straight-pride-march-clashes-with-protesters-in-california/,4,2022-08-29,True
'Strong over skinny': Women powerlifters ditch stigma around bulking up...,https://www.msn.com/en-us/news/us/strong-over-skinny-women-powerlifters-ditch-stigma-around-bulking-up/ar-AA11e9zj,3,2022-08-29,True
'Substantial Criminal Case'...,https://www.mediaite.com/tv/incredibly-damning-ex-fbi-general-counsel-declares-mar-a-lago-classified-docs-are-a-substantial-criminal-case-against-trump/,2,2022-08-23,True
'Supersonic Cruise Missile Can Strike Beijing'...,https://www.thedrive.com/the-war-zone/taiwan-official-warns-supersonic-cruise-missile-can-strike-beijing,1,2022-06-14,True
'THEMS THE BREAKS',https://www.cnn.com/uk/live-news/uk-boris-johnson-government-collapse-live-updates-intl-gbr/index.html,1,2022-07-07,True
'TOP SECRET',https://news.yahoo.com/trump-says-nuclear-weapons-issue-122108215.html,5,2022-08-13,False
'TREATMENT' CAN START YOUNGER...,https://apnews.com/article/gender-transition-treatment-guidelines-9dbe54f670a3a0f5f2831c2bf14f9bbb,1,2022-06-15,True
'TRUTH SOCIAL' Banning Users Who Post...,https://variety.com/2022/digital/news/trumps-truth-social-is-banning-users-who-post-about-jan-6-hearings-according-to-reports-1235290726/,1,2022-06-13,True
'TRUTH' FACING FINANCIAL FALLOUT...,https://www.foxbusiness.com/features/trump-social-media-app-facing-financial-fallout,3,2022-08-26,True
'TRUTH' HITS TROUBLE...,https://www.cnbc.com/2022/08/22/trump-popularity-decline-could-hurt-his-social-media-company-dwac-warns.html,3,2022-08-22,True
'TRUTH' SOCIAL FACING FINANCIAL FALLOUT...,https://www.foxbusiness.com/features/trump-social-media-app-facing-financial-fallout,1,2022-08-26,True
'TRUTH' Shadow Banning Users Who Post About Attack...,https://www.mediaite.com/politics/trumps-truth-social-is-shadow-banning-users-who-post-about-capitol-attack-abortion-fight-study/,1,2022-08-03,True
'TRUTH' Shadow Banning Users Who Post About Capitol Attack...,https://www.mediaite.com/politics/trumps-truth-social-is-shadow-banning-users-who-post-about-capitol-attack-abortion-fight-study/,1,2022-08-02,True
'TRUTH' barred from GOOGLE store over moderation concerns...,https://www.cnbc.com/2022/08/30/trump-truth-social-barred-from-google-play-store-content-moderation-concerns.html,3,2022-08-30,True
'TRUTH' shares plunge on grand jury subpoena news...,https://www.cnn.com/2022/06/27/investing/digital-world-acquisition-trump-grand-jury/index.html,3,2022-06-28,True
'TRUTH' subpoenaed in federal criminal probe...,https://www.cnbc.com/2022/07/01/trump-media-company-subpoenaed-in-federal-criminal-probe-of-spac-deal.html,2,2022-07-02,True
'The Golden Age of travel is over'...,https://www.dailymail.co.uk/news/article-10935923/Golden-Age-travel-says-historian-DOMINIC-SANDBROOK-amid-airport-chaos-rail-strikes.html,6,2022-06-21,True
"'The bigger the spectacle, the better'...",https://apnews.com/article/shootings-austin-bae315601b623812f376fe3d38c1cf5c,2,2022-08-05,True
'These people should be put to death': Texas pastor calls for LGBT people to be executed...,https://www.star-telegram.com/news/local/community/northeast-tarrant/article262327032.html,1,2022-06-10,True
'They probably would have killed him'...,https://www.bozemandailychronicle.com/ap_news/washington/they-probably-would-have-killed-him-jan-6-hearing-to-show-trump-put-pence-in/article_a3963b4d-189e-5d11-8b2f-fc8231320033.html,1,2022-06-16,True
"'This is how you guys get killed out here,' FL cop tells Black driver questioning traffic stop...",https://www.union-bulletin.com/this-is-how-you-guys-get-killed-out-here-florida-cop-tells-black-driver-questioning/article_c56c8e32-7298-5104-acd9-8df7af3a03d5.html,4,2022-06-21,True
'Those Records Do Not Belong to Him'...,https://dnyuz.com/2022/08/30/justice-department-offers-scathing-response-to-trump-those-records-do-not-belong-to-him/,1,2022-08-31,True
'UNHINGED' OVAL OFFICE BRAWL...,https://www.nbcnews.com/politics/donald-trump/unhinged-trump-oval-office-meeting-shouting-nearly-devolved-blows-rcna37919,2,2022-07-13,True
'Ukraine's best pilot' killed by Russia days after Zelensky honor...,https://www.dailystar.co.uk/news/world-news/ukraines-best-pilot-killed-russia-27748359,2,2022-08-15,True
'Ukraine's best pilot' killed days after Zelensky honor...,https://www.dailystar.co.uk/news/world-news/ukraines-best-pilot-killed-russia-27748359,1,2022-08-16,True
'Ukraine's best pilot' killed days after honor...,https://www.dailystar.co.uk/news/world-news/ukraines-best-pilot-killed-russia-27748359,1,2022-08-16,True
'Unprecedented' flooding closes all entrances to Yellowstone...,https://www.9news.com/article/weather/weather-colorado/yellowstone-flooding/73-59a783c6-cf93-4ad3-84a2-f270fdd1b62a,1,2022-06-13,True
"'Unprecedented' rain, flooding shuts Death Valley park, swallowing cars, stranding hundreds...",https://news.yahoo.com/unprecedented-rain-flooding-shuts-death-015337801.html?fr=sycsrp_catchall,6,2022-08-06,True
'Unsustainable and shambolic': Flight attendants speak out on travel chaos...,https://www.cnn.com/travel/article/flight-attendants-summer-travel-chaos-2022/index.html,3,2022-08-03,True
'Using weapons smuggled by Iran'...,https://www.theguardian.com/world/2022/apr/12/russia-using-weapons-smuggled-by-iran-from-iraq-against-ukraine,1,2022-07-12,True
'VIP trips' cost migrants their lives in smuggling tragedy...,https://news.yahoo.com/vip-trips-cost-migrants-lives-141810258.html,3,2022-08-01,True
'Very serious concerns' of witness tampering...,https://www.independent.co.uk/news/world/americas/us-politics/jan-6-trump-witness-tampering-b2111494.html,2,2022-06-29,True
'Virtual Kidnappings' Hit Entertainment-Industry Elite...,https://www.rollingstone.com/culture/culture-news/virtual-kidnappings-wealthy-elite-entertainment-1392918/ ,6,2022-08-06,True
'Visibly frustrated' over worker's vacation question...,https://nypost.com/2022/07/26/mark-zuckerberg-visibly-frustrated-over-vacation-question-report/,3,2022-07-26,True
'Water police' patrol drought-hit Los Angeles streets...,https://phys.org/news/2022-07-police-patrol-drought-hit-los-angeles.html,2,2022-07-18,True
'We got rolled': How conservative grassroots lost because focused on The Don...,https://www.politico.com/news/2022/08/22/conservative-grassroots-biden-trump-00052983,2,2022-08-22,True
'We got rolled': How conservative grassroots lost because focused on Trump Show...,https://www.politico.com/news/2022/08/22/conservative-grassroots-biden-trump-00052983,1,2022-08-23,True
'Week of operations'...,https://www.axios.com/2022/08/06/gaza-israel-fighting-islamic-jihad-death-toll,6,2022-08-06,True
'Western powers can no longer run amok'...,https://www.usnews.com/news/world-report/articles/2022-08-04/ugly-shameless-evil-china-blasts-g-7-eu-attempts-to-deescalate-taiwan-crisis,3,2022-08-04,True
'Women for Trump' Turns on Don: 'Disconnected from Base'...,https://www.mediaite.com/trump/women-for-trump-founder-and-jan-6-rally-organizer-turns-on-trump-he-is-disconnected-from-the-base/,3,2022-06-22,True
'World faces choice between autocracy and democracy'...,https://www.the-sun.com/news/5903992/nancy-pelosi-lands-in-taiwan-after-china-threats/,2,2022-08-02,True
'World's Biggest Cannabis Scam' Totally Unravelling...,https://www.vice.com/en/article/7k88by/juicyfields-cannabis-scam,3,2022-07-29,True
'World's loneliest man' and last of his tribe dies...,https://www.bbc.com/news/world-latin-america-62712318,3,2022-08-29,True
'Worst case scenario'...,https://www.msn.com/en-us/news/technology/as-musk-moves-to-abandon-deal-twitter-faces-e2-80-98worst-case-scenario-e2-80-99/ar-AAZnXit,5,2022-07-10,True
'Worst variant' here...,https://www.cnn.com/2022/07/13/world/coronavirus-newsletter-intl-07-13-22/index.html,1,2022-07-14,True
'Worst version of covid' will be dominant by July...,https://news.yahoo.com/the-worst-version-of-covid-is-spreading-can-we-update-our-vaccines-in-time-131933423.html,3,2022-07-01,True
'YELLOWSTONE' SNUBBED...,https://deadline.com/2022/07/2022-emmys-snubs-surprises-nominations-reservation-dogs-selena-gomez-yellowstone-1235061980/,3,2022-07-12,True
'YELLOWSTONE' boom pits lifetime Montana residents against wealthy newcomers...,https://www.cnbc.com/2022/06/07/yellowstone-boom-pits-lifetime-montana-residents-against-wealthy-newcomers.html,1,2022-06-07,True
'You might not like it'...,https://www.dailymail.co.uk/news/article-11128491/CNN-CEO-Chris-Licht-warns-staff-significant-change-Brian-Stelter-fired.html,2,2022-08-19,True
'ZOOM firings' the future?,https://www.bbc.com/worklife/article/20220630-zoom-firing-are-virtual-layoffs-the-future,2,2022-07-02,True
'Zoomtowns' see home price cuts...,https://www.axios.com/2022/07/28/housing-slowdown-mortgage-rates-jump,2,2022-07-28,True
.75% RATE RISE THIS WEEK?,https://news.yahoo.com/fed-seen-raising-u-interest-143151892.html,1,2022-06-13,True
1 in 3 women lose most abortion access post-Roe...,https://nccrea.com/more-trigger-bans-loom-as-1-in-3-women-lose-most-abortion-access-post-roe/,2,2022-08-23,True
1 in 3 women lose most access post-Roe...,https://nccrea.com/more-trigger-bans-loom-as-1-in-3-women-lose-most-abortion-access-post-roe/,1,2022-08-23,True
1 in 4 expats 'seriously considering' renouncing U.S. citizenship...,https://www.cnbc.com/2022/06/17/1-in-4-expats-seriously-considering-renouncing-us-citizenship.html,4,2022-06-17,True
1 in 4 expats consider renouncing U.S. citizenship...,https://www.cnbc.com/2022/06/17/1-in-4-expats-seriously-considering-renouncing-us-citizenship.html,6,2022-06-18,True
1 million kids in London offered polio vax after virus  detected in sewage...,https://www.cnn.com/2022/08/10/europe/polio-vaccine-children-london-intl/index.html,2,2022-08-10,True
1 thing voters agree on: Fresh voices needed in politics...,https://apnews.com/article/campaigns-presidential-elections-election-2020-carolyn-maloney-congress-d4dd6639d4ff22444bf7f4b63412964e,1,2022-07-24,True
"1,000 bags. Zero passengers. DELTA flight from HEATHROW latest sign of air travel hell...",https://www.cnn.com/2022/07/14/business/delta-bags-no-passengers-heathrow/index.html,3,2022-07-15,True
10 AM ET LIVE...,https://www.scotusblog.com/,3,2022-06-23,False
10 BOXES TAKEN...,https://www.wsj.com/articles/fbi-search-of-trumps-florida-home-mar-a-lago-is-criticized-by-republicans-11660049490,2,2022-08-09,True
10 House Republicans voted to impeach Trump. Cheney is last to face primary voters...,https://www.politico.com/news/2022/08/13/cheney-10-house-republicans-trump-impeachment-00050991,5,2022-08-13,True
10 Worst Airports For Cancellations...,https://www.forbes.com/advisor/travel-insurance/us-flight-cancellations-delays-8-10-2022/,3,2022-08-10,True
10-year-old girl denied abortion in OH...,https://thehill.com/policy/healthcare/3544588-10-year-old-girl-denied-abortion-in-ohio/,1,2022-07-04,True
10-year-old girl denied abortion in Ohio...,https://thehill.com/policy/healthcare/3544588-10-year-old-girl-denied-abortion-in-ohio/,5,2022-07-03,True
10-year-old girl denied in Ohio...,https://thehill.com/policy/healthcare/3544588-10-year-old-girl-denied-abortion-in-ohio/,1,2022-07-02,True
100 DAYS OF WAR...,https://apnews.com/article/russia-ukraine-moscow-government-and-politics-7c1d0e4a3795919c56cabdb0dd51d61c,1,2022-06-03,True
100 Wealthiest Lose $622 Billion...,https://bnanews102.bna.com/daily-tax-report/the-100-wealthiest-americans-lost-622-billion-since-november,2,2022-07-28,True
100+ GAZA ROCKETS FIRED INTO ISRAEL,https://www.jpost.com/breaking-news/article-714038,1,2022-08-05,True
100+ GAZA ROCKETS FIRED INTO ISRAEL...,https://www.jpost.com/breaking-news/article-714038,1,2022-08-06,True
"100,000 NKorean soldiers to bolster Russian forces?",https://www.dailytelegraph.com.au/news/world/100000-north-korean-soldiers-could-be-sent-to-bolster-putins-forces-fighting-ukraine/news-story/1126782c8c5e6fe08a8ad2d9fa38dff0,2,2022-08-05,True
101-Year-Old Ex-Guard at Nazi Camp Convicted by German Court...,https://dnyuz.com/2022/06/28/101-year-old-ex-guard-at-nazi-camp-is-convicted-by-german-court-2/,1,2022-06-28,True
"11 Flights, 6 Airlines, 4 Days: Flying Test of Travel System...",https://www.wsj.com/articles/us-travel-flights-airlines-11657054850,3,2022-07-06,True
11 SETS RETRIEVED,https://www.wsj.com/articles/fbi-recovered-eleven-sets-of-classified-documents-in-trump-search-inventory-shows-11660324501,1,2022-08-12,True
11.3% IN PRODUCER INDEX!,https://www.washingtonexaminer.com/policy/economy/inflation-producer-index-june-near-highest-record,1,2022-07-14,True
